Symbol,Short Name,"Close (D)
[Trade Date] 2022-02-09
[Price Type] Yield",FULL,"Closing Price (Net)
[Trade Date] 2022-02-09","Estimated Clean Price (SHCH)
[Date] 2022-02-09","Estimated Yield (SHCH)
[Date] 2022-02-09","Estimated Dirty Price (SHCH)
[Date] 2022-02-09","Estimated Yield (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Clean Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Dirty Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended",Dated Date,"Remaining Maturity (Year)
[Date] Most Recent
[Unit] Yearly",Initial Face Value,"Bond Latest Face Value
[Trade Date] Last Closing Day",Latest Bond Rating,Maturity Date,Coupon Type,Interest Accrual Method,Coupon Description,Coupon Frequency,COUPON_DATE,"Bond Term (Year)
[Unit] Yearly",Maturities (Text),Interest Reference,Coupon Date Description,"Bond Term (Year)
[Unit] Yearly","Issue Amount
[Unit] (100M)"
152563.SH,YANCHENG HIGH-TECH ZONE 6.00% B270901,5.9807,102.663,100,101.6672,5.4517,104.3302,,,,9/1/2020,5.5589,100,100,AA+,9/1/2027,Fixed Interest Rate,Simple interest,6%,1,9月1日,7,5.0022,A/365,The interest payment holiday will be postponed on September 1 every year,7,6.7
167533.SH,CHONGQING CHANGSHOU ECOLOGICAL TOURISM DEVELOPMENT 6% B230831,5.959,102.6795,100,100.4818,5.6393,103.1613,,,,8/31/2020,1.5562,100,100,AAA,8/31/2023,Fixed Interest Rate,Simple interest,6.00%,1,8月31日,3,3,A/365F,"Pay interest on August 31 every year, and postpone holidays",3,3.27
152259.SH,CHANGXING CONSTRUCTION OF COMMUNICATIONS 6.0% B260827,5.9735,102.7452,100,103.2438,4.5816,105.989,,,,8/27/2019,4.5452,100,100,AA+,8/27/2026,Fixed Interest Rate,Simple interest,6.00%,1,8月27日,7,5.0044,A/365,"Pay interest on August 27 every year, and postpone holidays",7,13
175060.SH,LUSHANG 6.00% B230827,5.9586,102.7452,100,99.2548,6.4904,102,,,,8/27/2020,1.5452,100,100,AA+,8/27/2023,Fixed Interest Rate,Simple interest,6.00%,1,8月27日,3,3,A/365F,"Pay interest on August 27 every year, and postpone holidays",3,10
152517.SH,DONGTING RESOURCES 6.0% B270720,5.9801,103.3699,100,103.169,4.95,106.5388,,,,7/20/2020,5.4411,100,100,AAA,7/20/2027,Fixed Interest Rate,Simple interest,6.00%,1,7月20日,7,5.0022,A/365,"Pay interest on July 20 every year, and holidays are postponed",7,8.5
188416.SH,21 Xiangcai 02,5.9731,103.3863,100,101.0113,5.527,104.3976,,,,7/19/2021,2.4384,100,100,AA+,7/19/2024,Fixed Interest Rate,Simple interest,6.00%,1,7月19日,3,3,A/365F,"Interest shall be paid on July 19 every year, and holidays shall be postponed accordingly",3,3.8
151792.SH,19Yifo  01,5.7497,103.6329,100,100.395,4.8052,104.0279,,,,7/4/2019,0.3973,100,100,AA+,7/4/2022,Fixed Interest Rate,Simple interest,6.00%,1,7月4日,3,3,A/365F,The interest payment will be postponed on the 4th of July every year,3,10
178909.SH,21 Yulin 01,5.9734,103.7973,100,101.7667,5.1717,105.564,,,,6/24/2021,2.3699,100,100,AA+,6/24/2024,Fixed Interest Rate,Simple interest,6%,1,6月24日,3,3,A/365F,The interest payment holiday is postponed on June 24 every year,3,2
152480.SH,DONGTING RESOURCES 6.0% B270506,5.983,104.6027,100,100.007,5.9864,104.6097,,,,5/6/2020,5.2356,100,100,AA+,5/6/2027,Fixed Interest Rate,Simple interest,6.00%,1,5月6日,7,5.0022,A/365,The interest payment holiday is postponed on May 6 every year,7,4
152192.SH,CEDSI 6.0% B260506,5.9759,104.6027,100,103.6365,4.2173,108.2393,,,,5/6/2019,4.2356,100,100,AA+,5/6/2026,Fixed Interest Rate,Simple interest,6.00%,1,5月6日,7,5.0044,A/365,The interest payment holiday is postponed on May 6 every year,7,15
178592.SH,LINZHOU CITY INVESTMENT GROUP 6.00% B230506,5.9587,104.6027,100,99.8745,6.0812,104.4772,,,,5/6/2021,1.2356,100,100,AAA,5/6/2023,Fixed Interest Rate,Simple interest,6.00%,1,5月6日,2,2,A/365F,The interest payment holiday is postponed on May 6 every year,2,3
178350.SH,CHONGQING PULI DEVELOPMENT AND INVESTMENT GROUP 6.0% B240429,5.9772,104.7178,100,100.1273,5.9225,104.8451,,,,4/29/2021,2.2164,100,100,AAA,4/29/2024,Fixed Interest Rate,Simple interest,6.00%,1,4月29日,3,3,A/365F,The annual interest payment holiday is extended on April 29th,3,5
188090.SH,LNCD 6.0% B240429,6.585,103.4978,98.78,100.6909,5.6455,105.4087,,,,4/29/2021,2.2164,100,100,AA+,4/29/2024,Fixed Interest Rate,Simple interest,6.00%,1,4月29日,3,3,A/365F,The annual interest payment holiday is extended on April 29th,3,16
166664.SH,YINCHUAN INDUSTRY CITY CAPITAL INVESTMENT HOLDING 6% B230427,5.9599,104.7507,100,100.5148,5.5244,105.2655,,,,4/27/2020,1.211,100,100,AA+,4/27/2023,Fixed Interest Rate,Simple interest,6%,1,4月27日,3,3,A/365F,"April 27, April 27, payment, holiday",3,4
152424.SH,20 Huaiguan Corridor,5.9863,105.1781,100,101.7746,5.354,106.9527,,,,4/1/2020,5.1397,100,100,AA+,4/1/2027,Fixed Interest Rate,Simple interest,6.00%,1,4月1日,7,5.0022,A/365,"Interest is paid on April 1 every year, and holidays are postponed",7,8
122713.SH,HEBEI COMMUNICATIONS INV 6.00% B220327,5.576,105.2603,100,100.4266,2.4032,105.6869,,,,3/27/2012,0.126,100,100,AAA,3/27/2022,Fixed Interest Rate,Simple interest,6.00%,1,3月27日,10,10,A/365,"Pay interest on March 27 every year, and holidays are postponed",10,14
124603.SH,STATE GRID 6% B290313,5.9946,105.4904,100,116.9314,3.2816,122.4218,,,,3/13/2014,7.0877,100,100,AAA,3/13/2029,Fixed Interest Rate,Simple interest,6%,1,3月13日,15,15,A/365,"Pay interest on March 13 every year, and postpone holidays",15,50
166149.SH,20 Hengtian Y1,8.4287,105.6712,100,97.9712,8.0705,103.6425,,,,3/2/2020,1.0575,100,100,AAA,3/2/2023,Fixed Interest Rate,Simple interest,6%,1,3月2日,3,3+N,A/365F,"Interest is paid on March 2 every year, holidays are postponed",3,3
177843.SH,CZJS 6.0% B230201,5.9744,100.1479,100,99.7642,6.2473,99.9121,,,,2/1/2021,0.9781,100,100,AA+,2/1/2023,Fixed Interest Rate,Simple interest,6.00%,1,2月1日,2,2,A/365F,"Pay interest on February 1 every year, and postpone holidays",2,2
177844.SH,CZJS 6.0% B230201,5.9744,100.1479,100,99.7642,6.2473,99.9121,,,,2/1/2021,0.9781,100,100,AA+,2/1/2023,Fixed Interest Rate,Simple interest,6.00%,1,2月1日,2,2,A/365F,"Pay interest on February 1 every year, and postpone holidays",2,1.5
143467.SH,LEGEND HOLDINGS 6.0% B230131,9.3349,97.1544,96.99,94.4283,12.3991,94.5927,,,,1/31/2018,0.9753,100,100,AAA,1/31/2023,Fixed Interest Rate,Simple interest,6%,1,1月31日,5,5,A/365F,The interest payment holiday is postponed every year on January 31,5,10
196221.SH,22 Huaigao 01,5.9893,100.4438,100,100.3819,5.8498,100.8258,,,,1/14/2022,2.9288,100,100,AA+,1/14/2025,Fixed Interest Rate,Simple interest,6.00%,1,1月14日,3,3,A/365F,"Interest is paid on January 14 every year, holidays are postponed",3,2
196224.SH,22 Huaigao 02,5.9893,100.4438,100,100.3819,5.8498,100.8258,,,,1/14/2022,2.9288,100,100,AA+,1/14/2025,Fixed Interest Rate,Simple interest,6.00%,1,1月14日,3,3,A/365F,"Interest is paid on January 14 every year, holidays are postponed",3,2.2
177027.SH,SAN PO GUIZHOU ECONOMIC DEVELOPMENT AND INVESTMENT 5.99% B231130,5.9639,101.1816,100,101.0477,5.3503,102.2293,,,,11/30/2020,1.8055,100,100,AAA,11/30/2023,Fixed Interest Rate,Simple interest,5.99%,1,11月30日,3,3,A/365F,"Pay interest on November 30 every year, and holidays are postponed",3,2.7
152164.SH,19 Deqing 01,5.9684,101.7232,100,103.3525,4.6142,105.0757,,,,10/28/2019,4.7151,100,100,AAA,10/28/2026,Fixed Interest Rate,Simple interest,5.99%,1,10月28日,7,5.0044,A/365,"Pay interest on October 28 every year, and postpone holidays",7,7
152525.SH,GUANG'AN FINANCIAL INVESTMENT AND FINANCING 5.9900% B270730,5.9701,103.2001,100,102.3167,5.2194,105.5169,,,,7/30/2020,5.4685,100,100,AAA,7/30/2027,Fixed Interest Rate,Simple interest,5.99%,1,7月30日,7,5.0022,A/365,The interest payment holiday is postponed on July 30 every year,7,6.7
151507.SH,YUYAO CITY INVESTMENT 5.99% B240426,5.9676,104.7592,100,105.7802,3.2254,110.5394,,,,4/26/2019,2.2082,100,100,AA+,4/26/2024,Fixed Interest Rate,Simple interest,5.99%,1,4月26日,5,5,A/365F,The interest payment will be postponed on April 26 every year,5,5
152803.SH,XI'AN HIGH-TECH HOLDING 5.99% B280331,5.9795,105.1859,100,105.8993,4.3797,111.0851,,,,3/31/2021,6.137,100,100,AAA,3/31/2028,Fixed Interest Rate,Simple interest,5.99%,1,3月31日,7,5.0033,A/365,"Interest is paid on March 31 each year, holidays are postponed",7,13
177809.SH,YICHUN VENTURE CAPITAL 5.99% B240204,5.9764,100.0985,100,102.539,4.1819,102.6375,,,,2/4/2021,1.9863,100,100,AA+,2/4/2024,Fixed Interest Rate,Simple interest,5.99%,1,2月4日,3,2.5,A/365F,The interest payment holiday is postponed on February 4 every year,3,9.2
152295.SH,19 Changxin debt,4.4693,105.8209,103.56,102.5434,4.8904,104.8043,,,,9/25/2019,4.6247,100,100,AA+,9/25/2026,Fixed Interest Rate,Simple interest,5.98%,1,9月25日,7,5.0044,A/365,"Pay interest on September 25 each year, and holidays are postponed",7,9
167416.SH,CHONGZHOU XINGLU AREA MANAGEMENT 5.98% B230824,5.9385,102.7852,100,101.7461,4.7493,104.5314,,,,8/24/2020,1.537,100,100,AAA,8/24/2023,Fixed Interest Rate,Simple interest,5.98%,1,8月24日,3,3,A/365F,The interest payment holiday is postponed on August 24 every year,3,2
151279.SH,YUYAO CITY INVESTMENT 5.98% B240320,5.9629,105.3574,100,105.5188,3.2208,110.8762,,,,3/20/2019,2.1068,100,100,AA+,3/20/2024,Fixed Interest Rate,Simple interest,5.98%,1,3月20日,5,5,A/365F,"Pay interest on March 20 every year, and postpone holidays",5,3
184232.SH,22dongbao Bonds,5.9745,100.2458,100,99.9079,6.0006,100.1536,,,,1/26/2022,6.9616,100,100,AAA,1/26/2029,Fixed Interest Rate,Simple interest,5.98%,1,1月26日,7,5.0033,A/365,"Interest is paid on January 26 every year, holidays are postponed",7,1
184166.SH,21 Xigao 02,5.961,100.8342,100,101.1899,5.6754,102.024,,,,12/21/2021,6.863,100,100,AAA,12/21/2028,Fixed Interest Rate,Simple interest,5.97%,1,12月21日,7,5.0033,A/365,The interest payment will be postponed on December 21 every year,7,15
139404.SH,SXGS 5.97% B230802,8.2156,103.1404,100,103.991,3.1407,107.1314,,,,8/2/2018,1.4767,100,100,AAA,8/2/2023,Fixed Interest Rate,Simple interest,5.97%,1,8月2日,5,5+N,A/365,The interest payment will be postponed on August 2 every year,5,5
152495.SH,ZHUFU SHIYE 5.97% B270610,5.9511,104.0073,100,101.6435,5.3974,105.6508,,,,6/10/2020,5.3315,100,100,AAA,6/10/2027,Fixed Interest Rate,Simple interest,5.97%,1,6月10日,7,5.0022,A/365,"Pay interest on June 10 every year, and holidays are postponed",7,8
143118.SH,CHANGSHOU CITY MANAGEMENT AND INVESTMENT 5.97% B220522,-6.9471,108.068,103.75,100.8659,2.7006,105.184,,,,5/22/2017,0.2795,100,100,AA+,5/22/2022,Fixed Interest Rate,Simple interest,5.97%,1,5月22日,5,5,A/365F,"Pay interest on May 22 every year, and holidays are postponed",5,2.22
196983.SH,21 Luan 01,5.9346,102.6616,100,100.2309,5.842,102.8925,,,,8/31/2021,2.5562,100,100,AA+,8/31/2024,Fixed Interest Rate,Simple interest,5.96%,1,8月31日,3,3,A/365F,"Pay interest on August 31 every year, and postpone holidays",3,4
163982.SH,19 Special Electric Y1,8.5055,100.7499,100,101.03,4.688,101.7799,,,,12/26/2019,0.8767,100,100,AA+,12/26/2022,Fixed Interest Rate,Simple interest,5.95%,1,12月26日,3,3+N,A/365F,The interest payment will be postponed on December 26 every year,3,5
177351.SH,YIYANG LIANGXING CONSTRUCTION INVESTMENT GROUP 5.95% B231225,5.9297,100.7662,100,102.3075,4.6259,103.0737,,,,12/25/2020,1.874,100,100,AAA,12/25/2023,Fixed Interest Rate,Simple interest,5.95%,1,12月25日,3,3,A/365F,"Interest is paid on December 25 every year, holidays are postponed",3,6
152311.SH,19 West investment 01,5.9377,101.5812,100,107.7865,4.1014,109.3677,,,,11/5/2019,4.737,100,100,AA+,11/5/2026,Fixed Interest Rate,Simple interest,5.95%,1,11月5日,7,7,A/365,"Pay interest on November 5 every year, and postpone holidays",7,15
152302.SH,19State-owned Assets,5.928,101.8258,100,102.6752,4.8364,104.5009,,,,10/21/2019,4.6959,100,100,AAA,10/21/2026,Fixed Interest Rate,Simple interest,5.95%,1,10月21日,7,5.0044,A/365,"Pay interest on October 21st every year, and holidays are postponed",7,6
197007.SH,21 Li Fa 03,5.9266,102.1681,100,100.9661,5.5306,103.1342,,,,9/30/2021,2.6384,100,100,AA+,9/30/2024,Fixed Interest Rate,Simple interest,5.95%,1,9月30日,3,3,A/365F,"Pay interest on September 30 every year, and holidays are postponed",3,2.5
167580.SH,LINYING COUNTY URBAN CONSTRUCTION INVESTMENT DEVELOPMENT 5.95% B230908,5.9105,102.5267,100,100.4508,5.616,102.9776,,,,9/8/2020,1.5781,100,100,AAA,9/8/2023,Fixed Interest Rate,Simple interest,5.95%,1,9月8日,3,3,A/365F,"Pay interest on September 8 each year, and holidays are postponed",3,2
178799.SH,YUELONG GROUP 5.95% B240628,5.9237,103.7004,100,101.539,5.2287,105.2394,,,,6/28/2021,2.3808,100,100,AA+,6/28/2024,Fixed Interest Rate,Simple interest,5.95%,1,6月28日,3,3,A/365F,"Pay interest on June 28 every year, and postpone holidays",3,4
167134.SH,JIANGSU QUSHUIYUAN URBANIZATION CONSTRUCTION INVESTMENT 5.95% B230624,5.9061,103.7656,100,99.9524,5.9559,103.718,,,,6/24/2020,1.3699,100,100,AA+,6/24/2023,Fixed Interest Rate,Simple interest,5.95%,1,6月24日,3,3,A/365F,The interest payment holiday is postponed on June 24 every year,3,2.2
178540.SH,CHUZHOU NAN QIAO DISTRICT STATE-OWNED ASSETS OPERATION 5.95% B240512,5.9262,104.4666,100,101.9452,5.0011,106.4118,,,,5/12/2021,2.2521,100,100,AA+,5/12/2024,Fixed Interest Rate,Simple interest,5.95%,1,5月12日,3,3,A/365F,"Pay interest on May 12 every year, and postpone holidays",3,4
152330.SH,19 Han Pu 02,5.9108,101.4135,100,103.2989,4.6009,104.7124,,,,11/15/2019,4.7644,100,100,AAA,11/15/2026,Fixed Interest Rate,Simple interest,5.93%,1,11月15日,7,5.0044,A/365,"Pay interest on November 15 every year, and holidays are postponed",7,5
177451.SH,HUZHOU SHEN TAI CONSTRUCTION AND DEVELOPMENT 5.9% B231223,5.8795,100.7921,100,101.7942,4.8616,102.5862,,,,12/23/2020,1.8685,100,100,AA+,12/23/2023,Fixed Interest Rate,Simple interest,5.90%,1,12月23日,3,3,A/365F,The interest payment holiday is postponed on December 23 every year,3,5
197879.SH,21 Tongtou 05,5.8777,100.9214,100,100.3603,5.6762,101.2817,,,,12/15/2021,1.8466,100,100,AAA,12/15/2023,Fixed Interest Rate,Simple interest,5.90%,1,12月15日,2,2,A/365F,The interest payment will be postponed on December 15 every year,2,4.5
162627.SH,19YangShan County 01,5.8093,101.2123,100,100.9542,4.5994,102.1665,,,,11/27/2019,0.7973,100,100,AA+,11/27/2022,Fixed Interest Rate,Simple interest,5.90%,1,11月27日,3,3,A/365F,The interest payment holiday will be postponed on November 27 every year,3,2
152648.SH,NEIJIANG JIAN GONG JI TUAN 5.9% B271113,5.8855,101.4386,100,101.9816,5.2885,103.4202,,,,11/13/2020,5.7589,100,100,AAA,11/13/2027,Fixed Interest Rate,Simple interest,5.90%,1,11月13日,7,5.0022,A/365,"Pay interest on November 13 every year, and holidays are postponed",7,5.3
124817.SH,BEIJING STATE-OWNED ASSETS 5.9% B240625,2.7942,110.7178,107,107.1969,2.7152,110.9147,,,,6/25/2014,2.3726,100,100,AAA,6/25/2024,Fixed Interest Rate,Simple interest,5.90%,1,6月25日,10,10,A/365,"Pay interest on June 25 every year, and postpone holidays",10,16
178241.SH,YAN'AN ECONOMIC AND TECHNOLOGICAL DEVELOPMENT AND CONSTRUCTION INVESTMENT 5.9% B240330,5.8816,105.1241,100,102.1315,4.8159,107.2556,,,,3/30/2021,2.1342,100,100,AAA,3/30/2024,Fixed Interest Rate,Simple interest,5.90%,1,3月30日,3,3,A/365F,"Interest is paid on March 30 every year, and holidays are postponed",3,5
124585.SH,CHIAN 5.9% B240319,-1.1122,120.3019,115,106.7515,2.5558,112.0534,,,,3/19/2014,2.1041,100,100,AAA,3/19/2024,Fixed Interest Rate,Simple interest,5.90%,1,3月19日,10,10,A/365,"Interest is paid on March 19 every year, holidays are postponed",10,50
152767.SH,JIANLI COUNTY FENGYUAN CITY INVESTMENT AND DEVELOPMENT 5.9% B240308,5.8854,105.4797,100,102.8453,4.4277,108.3251,,,,3/8/2021,2.074,100,100,AAA,3/8/2024,Fixed Interest Rate,Simple interest,5.90%,1,3月8日,3,3,A/365,The interest payment will be postponed on March 8 every year,3,1.8
151153.SH,WUZHONG GUOYU 5.9% B220220,5.0712,105.7384,100,100.0749,2.992,105.8133,,,,2/20/2019,0.0301,100,100,AA+,2/20/2022,Fixed Interest Rate,Simple interest,5.90%,1,2月20日,3,3,A/365F,"Pay interest on February 20 every year, and postpone holidays",3,20
152743.SH,CHONGQING XIPENG ALUMINUM INDUSTRIAL ZONE DEVELOPMENT INVESTMENT 5.9% B280129,5.8938,100.194,100,103.5176,4.8908,103.7116,,,,1/29/2021,5.9699,100,100,AA+,1/29/2028,Fixed Interest Rate,Simple interest,5.90%,1,1月29日,7,5.0022,A/365,The interest payment holiday is postponed on January 29 each year,7,8
152733.SH,DANGYANG XINYUAN INVESTMENT DEVELOPMENT 5.9% B260126,5.8918,100.2425,100,103.1688,4.755,103.4113,,,,1/26/2021,3.9616,100,100,AA+,1/26/2026,Fixed Interest Rate,Simple interest,5.90%,1,1月26日,5,4.1019,A/365,"Interest is paid on January 26 every year, holidays are postponed",5,3
152730.SH,CHANGDE DINGLI INDUSTRIAL 5.9% B280125,5.8933,100.2586,100,102.6435,5.1342,102.9021,,,,1/25/2021,5.9589,100,100,AAA,1/25/2028,Fixed Interest Rate,Simple interest,5.90%,1,1月25日,7,5.0022,A/365,The interest payment will be postponed on January 25 every year,7,3
139435.SH,GXTT 5.89% B221219,8.4542,100.8553,100,102.0358,3.4098,102.891,,,,12/19/2019,0.8575,100,100,AAA,12/19/2022,Fixed Interest Rate,Simple interest,5.89%,1,12月19日,3,3+N,A/365,"Pay interest on December 19 each year, and holidays are postponed",3,10
162516.SH,19 Yang Qing 01,5.7916,101.3394,100,100.985,4.5103,102.3243,,,,11/19/2019,0.7753,100,100,AA+,11/19/2022,Fixed Interest Rate,Simple interest,5.89%,1,11月19日,3,3,A/365F,"Pay interest on November 19 every year, and holidays are postponed",3,5
152377.SH,G19 Long Dating 2,5.2887,102.1493,101.52,103.2538,4.6392,103.8831,,,,1/2/2020,4.8959,100,100,AA+,1/2/2027,Fixed Interest Rate,Simple interest,5.89%,1,1月2日,7,5.0044,A/365,"Pay interest on January 2 every year, and postpone holidays",7,6.5
152317.SH,19 new debts,4.0195,106.1761,104.6,103.8768,4.303,105.4529,,,,11/4/2019,4.7342,100,100,AA+,11/4/2026,Fixed Interest Rate,Simple interest,5.87%,1,11月4日,7,5.0044,A/365,"Pay interest on November 4 every year, and postpone holidays",7,7
184165.SH,G21 Capital,5.841,100.8815,100,100.6529,5.6856,101.5344,,,,12/17/2021,6.8521,100,100,AA+,12/17/2028,Fixed Interest Rate,Simple interest,5.85%,1,12月17日,7,5.0033,A/365,"Interest is paid on December 17 each year, holidays are postponed",7,4.6
122313.SH,HAITONG SECURITIES 5.85% B240714,5.8243,103.3818,100,107.2164,2.7224,110.5982,,,,7/14/2014,2.4247,100,100,AAA,7/14/2024,Fixed Interest Rate,Simple interest,5.85%,1,7月14日,10,10,A/365F,The interest payment holiday is extended on July 14 every year,10,8
122797.SH,HEBEI CONSTRUCTION INV 5.85% B240627,3.0136,110.0342,106.38,106.3057,3.0487,109.9599,,,,6/27/2011,2.3781,100,100,AAA,6/27/2024,Fixed Interest Rate,Simple interest,5.85%,1,6月27日,13,13,A/365,The interest payment holiday will be postponed on June 27 every year,13,10
152862.SH,XI'AN INTERNATIONAL HORTICULTURAL EXPOSITION INVESTMENT(GROUP) 5.85% B280429,5.8377,104.5999,100,103.6145,4.8643,108.2143,,,,4/29/2021,6.2164,100,100,AAA,4/29/2028,Fixed Interest Rate,Simple interest,5.85%,1,4月29日,7,5.0033,A/365,The annual interest payment holiday is extended on April 29th,7,7
143513.SH,JIANGXI PROVINCIAL STATE-OWNED ENTERPRISE ASSETS OPERATION (HOLDINGS) 5.85% B230320,0.1267,111.551,106.31,103.4578,2.6251,108.6988,,,,3/20/2018,1.1068,100,100,AAA,3/20/2023,Fixed Interest Rate,Simple interest,5.85%,1,3月20日,5,5,A/365F,"Pay interest on March 20 every year, and postpone holidays",5,10
177357.SH,TIANCHANG TECHNOLOGY INDUSTRIAL DEVELOPMENT 5.82% B231215,5.7982,100.9089,100,102.2617,4.5046,103.1706,,,,12/15/2020,1.8466,100,100,AAA,12/15/2023,Fixed Interest Rate,Simple interest,5.82%,1,12月15日,3,3,A/365F,The interest payment will be postponed on December 15 every year,3,8
167543.SH,LUOYANG GUDU DEVELOPMENT GROUP 5.82% B230828,5.7809,102.6469,100,101.8475,4.5332,104.4944,,,,8/28/2020,1.5479,100,100,AAA,8/28/2023,Fixed Interest Rate,Simple interest,5.82%,1,8月28日,3,3,A/365F,The interest payment holiday will be postponed on August 28 every year,3,3
175464.SH,CSCEC 5.80% B231223,7.9102,100.7786,100,102.4113,4.417,103.1899,,,,12/23/2020,1.8685,100,100,AA+,12/23/2023,Fixed Interest Rate,Simple interest,5.80%,1,12月23日,3,3+N,A/365F,The interest payment holiday is postponed on December 23 every year,3,6
139411.SH,HBIS 5.80% B221221,8.3632,100.8104,100,101.9654,3.4204,102.7758,,,,12/21/2018,0.863,100,100,AAA,12/21/2022,Fixed Interest Rate,Simple interest,5.80%,1,12月21日,4,4+N,A/365,The interest payment will be postponed on December 21 every year,4,9.2
152357.SH,WANGCHENG CONSTRUCTION INVESTMENT GROUP 5.80% B261220,5.786,100.8263,100,104.6664,4.0106,105.4927,,,,12/20/2019,4.8603,100,100,AA+,12/20/2026,Fixed Interest Rate,Simple interest,5.80%,1,12月20日,7,5.0044,A/365,"Pay interest on December 20 every year, and postpone holidays",7,2.8
152347.SH,19 days water 02,5.3865,102.0488,101,101.5229,5.1868,102.5717,,,,12/6/2019,4.8219,100,100,AAA,12/6/2026,Fixed Interest Rate,Simple interest,5.80%,1,12月6日,7,5.0044,A/365,"Pay interest on December 6 every year, and holidays are postponed",7,6
152680.SH,CHIBI CONSTRUCTION INVESTMENT AND DEVELOPMENT 5.80% B271204,4.7535,104.5805,103.5,103.2093,4.8413,104.2899,,,,12/4/2020,5.8164,100,100,AAA,12/4/2027,Fixed Interest Rate,Simple interest,5.80%,1,12月4日,7,5.0022,A/365,The interest payment will be postponed on December 4 every year,7,12
152327.SH,19 Ji''an debt,5.7821,101.303,100,105.2612,3.7361,106.5642,,,,11/20/2019,4.7781,100,100,AA+,11/20/2026,Fixed Interest Rate,Simple interest,5.80%,1,11月20日,7,5.0044,A/365,"Pay interest on November 20 every year, and postpone holidays",7,8
167692.SH,ZZDFL 5.8% B231029,5.7694,101.6526,100,102.2833,4.3736,103.9359,,,,10/29/2020,1.7178,100,100,AAA,10/29/2023,Fixed Interest Rate,Simple interest,5.80%,1,10月29日,3,3,A/365F,The interest payment holiday will be postponed on October 29 every year,3,10
152619.SH,CHANGDE DINGLI INDUSTRIAL 5.8% B271026,5.7846,101.7003,100,102.2864,5.0899,103.9867,,,,10/26/2020,5.7096,100,100,AAA,10/26/2027,Fixed Interest Rate,Simple interest,5.80%,1,10月26日,7,5.0022,A/365,"Pay interest on October 26 every year, and postpone holidays",7,9
